date,close
2017-06-16,142.27
2017-06-19,146.34
2017-06-20,145.01
2017-06-21,145.87
2017-06-22,145.63
2017-06-23,146.35
2017-06-26,145.82
2017-06-27,143.74
2017-06-28,145.83
2017-06-29,143.68
2017-06-30,144.02
